date,trade_code,high,low,open,close,volume
2020-07-06,BDLAMPS,112.7,112.7,112.7,112.7,2412
2020-07-05,BDLAMPS,112.7,112.7,112.7,112.7,9540
2020-07-02,BDLAMPS,112.7,112.7,112.7,112.7,1
2020-08-10,BDSERVICE,0,0,0,5.2,0
2020-08-09,BDSERVICE,0,0,0,5.2,0
2020-08-06,BDSERVICE,0,0,0,5.2,0
2020-08-05,BDSERVICE,0,0,0,5.2,0
2020-08-04,BDSERVICE,0,0,0,5.2,0
2020-08-03,BDSERVICE,0,0,0,5.2,0
2020-07-30,BDSERVICE,0,0,0,5.2,0
2020-07-29,BDSERVICE,0,0,0,5.2,0
2020-07-28,BDSERVICE,0,0,0,5.2,0
2020-07-27,BDSERVICE,0,0,0,5.2,0
2020-07-26,BDSERVICE,0,0,0,5.2,0
2020-07-23,BDSERVICE,0,0,0,5.2,0
2020-07-22,BDSERVICE,0,0,0,5.2,0
2020-07-21,BDSERVICE,0,0,0,5.2,0
2020-07-20,BDSERVICE,0,0,0,5.2,0
2020-07-19,BDSERVICE,0,0,0,5.2,0
2020-07-16,BDSERVICE,0,0,0,5.2,0
2020-07-15,BDSERVICE,0,0,0,5.2,0
2020-07-14,BDSERVICE,0,0,0,5.2,0
2020-07-13,BDSERVICE,0,0,0,5.2,0
2020-07-12,BDSERVICE,0,0,0,5.2,0
2020-07-09,BDSERVICE,0,0,0,5.2,0
2020-07-08,BDSERVICE,0,0,0,5.2,0
2020-07-07,BDSERVICE,0,0,0,5.2,0
2020-07-06,BDSERVICE,0,0,0,5.2,0
2020-07-05,BDSERVICE,0,0,0,5.2,0
2020-07-02,BDSERVICE,0,0,0,5.2,0
2020-08-10,BDTHAI,12.3,11.5,11.5,12.3,611728
2020-08-09,BDTHAI,11.2,10.3,10.5,11.2,425225
2020-08-06,BDTHAI,10.3,10,10,10.2,100865
2020-08-05,BDTHAI,10.3,10,10.2,10,334593
2020-08-04,BDTHAI,10.6,10.1,10.6,10.2,262778
2020-08-03,BDTHAI,11,10,10,10.6,538363
2020-07-30,BDTHAI,10,10,10,10,47939
2020-07-29,BDTHAI,10,10,10,10,1002
2020-07-28,BDTHAI,10,10,10,10,1675
2020-07-27,BDTHAI,10,10,10,10,6410
2020-07-26,BDTHAI,10,10,10,10,1015
2020-07-23,BDTHAI,10,10,10,10,2350
2020-07-22,BDTHAI,0,0,0,10,0
2020-07-21,BDTHAI,10,10,10,10,100
2020-07-20,BDTHAI,0,0,0,10,0
2020-07-19,BDTHAI,10,10,10,10,10
2020-07-16,BDTHAI,0,0,0,10,0
2020-07-15,BDTHAI,10,10,10,10,4229
2020-07-14,BDTHAI,10,10,10,10,3400
2020-07-13,BDTHAI,10,10,10,10,4690
2020-07-12,BDTHAI,10,10,10,10,5672
2020-07-09,BDTHAI,10,10,10,10,350
2020-07-08,BDTHAI,10,10,10,10,15
2020-07-07,BDTHAI,0,0,0,10,0
2020-07-06,BDTHAI,0,0,0,10,0
2020-07-05,BDTHAI,10,10,10,10,200
2020-07-02,BDTHAI,0,0,0,10,0
2020-08-10,BDWELDING,22.9,20,21.1,22.2,1372084
2020-08-09,BDWELDING,21.3,20.4,21,20.9,342448
2020-08-06,BDWELDING,22.1,19.8,21.7,21,511658
2020-08-05,BDWELDING,22.9,21,22,21.7,530853
2020-08-04,BDWELDING,22.9,20.2,22.9,22,1067024
2020-08-03,BDWELDING,20.9,20.4,20.4,20.9,160109
2020-07-30,BDWELDING,19.1,17.2,17.2,19,613527
2020-07-29,BDWELDING,17.4,16.8,17.3,17.4,187981
2020-07-28,BDWELDING,17.1,15.5,15.5,16.8,98384
2020-07-27,BDWELDING,15.8,15.1,15.1,15.8,35507
2020-07-26,BDWELDING,15.9,15.3,15.7,15.5,18783
2020-07-23,BDWELDING,15.8,15,15.8,15.7,36451
2020-07-22,BDWELDING,15.3,14.5,15,14.8,19127
2020-07-21,BDWELDING,14.7,14.5,14.7,14.6,6422
2020-07-20,BDWELDING,15.4,14.4,15,14.6,36628
2020-07-19,BDWELDING,15.7,14.5,15,14.9,28487
2020-07-16,BDWELDING,15.6,14.9,15.2,15,42285
2020-07-15,BDWELDING,15.7,14.6,15.2,15.2,4904
2020-07-14,BDWELDING,16,15.6,16,15.8,15744
2020-07-13,BDWELDING,16.5,15.8,16,16,78691
2020-07-12,BDWELDING,16,15.5,15.9,16,30725
2020-07-09,BDWELDING,15.7,15,15,15.6,62786
2020-07-08,BDWELDING,15.1,14.8,14.8,15,14252
2020-07-07,BDWELDING,15,14.6,14.6,14.9,61973
2020-07-06,BDWELDING,14.7,14.4,14.4,14.6,9264
2020-07-05,BDWELDING,14.7,14.5,14.5,14.5,18957
2020-07-02,BDWELDING,14.4,14.3,14.3,14.3,654
2020-08-10,BEACHHATCH,15,14.2,15,14.4,89258
2020-08-09,BEACHHATCH,14.9,13.6,13.6,14.9,231422
2020-08-06,BEACHHATCH,14,13.6,13.6,13.6,189228
2020-08-05,BEACHHATCH,14.3,13.6,14.3,13.6,101933
2020-08-04,BEACHHATCH,14.9,13.6,13.6,13.7,171129
2020-08-03,BEACHHATCH,13.9,13.6,13.6,13.6,415628
2020-07-30,BEACHHATCH,13.6,13.6,13.6,13.6,936
2020-07-29,BEACHHATCH,13.6,13.6,13.6,13.6,1647
2020-07-28,BEACHHATCH,13.6,13.6,13.6,13.6,12918
2020-07-27,BEACHHATCH,13.6,13.6,13.6,13.6,1780
2020-07-26,BEACHHATCH,13.6,13.6,13.6,13.6,5
2020-07-23,BEACHHATCH,13.6,13.6,13.6,13.6,55
2020-07-22,BEACHHATCH,13.6,13.6,13.6,13.6,17100
2020-07-21,BEACHHATCH,13.6,13.6,13.6,13.6,7400
2020-07-20,BEACHHATCH,13.6,13.6,13.6,13.6,3722
2020-07-19,BEACHHATCH,13.6,13.6,13.6,13.6,1
2020-07-16,BEACHHATCH,13.6,13.6,13.6,13.6,4
2020-07-15,BEACHHATCH,13.6,13.6,13.6,13.6,12289
2020-07-14,BEACHHATCH,13.6,13.6,13.6,13.6,204
2020-07-13,BEACHHATCH,13.6,13.6,13.6,13.6,562
2020-07-12,BEACHHATCH,13.6,13.6,13.6,13.6,100
2020-07-09,BEACHHATCH,13.6,13.6,13.6,13.6,200
2020-07-08,BEACHHATCH,13.6,13.6,13.6,13.6,1700
2020-07-07,BEACHHATCH,0,0,0,13.6,0
2020-07-06,BEACHHATCH,13.6,13.6,13.6,13.6,150
2020-07-05,BEACHHATCH,13.6,13.6,13.6,13.6,250
2020-07-02,BEACHHATCH,13.6,13.6,13.6,13.6,50
2020-08-10,BEACONPHAR,94,86.5,89,89.1,697105
2020-08-09,BEACONPHAR,86.2,80.4,80.4,86.2,812693
2020-08-06,BEACONPHAR,80.7,76.3,77.4,78.4,1846645
2020-08-05,BEACONPHAR,78.6,76.3,78,77.1,420871
2020-08-04,BEACONPHAR,79.3,76,78.9,78.2,1055241
2020-08-03,BEACONPHAR,80.9,77.6,78,78.4,866390
2020-07-30,BEACONPHAR,79.2,73.6,73.9,77.6,1055465
2020-07-29,BEACONPHAR,74.5,71,73.9,72.1,601289
2020-07-28,BEACONPHAR,75.2,73.7,75.2,73.9,296818
2020-07-27,BEACONPHAR,75.7,74.3,75,75.2,1421001
2020-07-26,BEACONPHAR,75.7,73.5,75,75,1611755
2020-07-23,BEACONPHAR,75.3,72.9,72.9,75,791591
2020-07-22,BEACONPHAR,73.1,71.3,72.1,72.8,679760
2020-07-21,BEACONPHAR,72.5,68.5,68.5,72.1,709618
2020-07-20,BEACONPHAR,69.4,66.8,67.9,67.9,529462
2020-07-19,BEACONPHAR,73,66.8,72.5,66.9,786118
2020-07-16,BEACONPHAR,76,72,75.9,74.2,525979
2020-07-15,BEACONPHAR,76.8,72.3,72.7,75.9,1730850
2020-07-14,BEACONPHAR,74.5,72.1,72.4,72.6,537083
2020-07-13,BEACONPHAR,74,71.9,73.3,72.4,710556
2020-07-12,BEACONPHAR,75,70,71.9,73.3,1452385
2020-07-09,BEACONPHAR,73.4,68.1,69,71.9,1529092
2020-07-08,BEACONPHAR,67.5,61.4,61.4,67.5,1403415
2020-07-07,BEACONPHAR,66,60.7,60.7,61.4,2071425
2020-07-06,BEACONPHAR,60.7,60.7,60.7,60.7,210438
2020-07-05,BEACONPHAR,0,0,0,60.7,0
2020-07-02,BEACONPHAR,60.7,60.7,60.7,60.7,9005
2020-08-10,BENGALWTL,18.9,18,18.7,18.2,314191
2020-08-09,BENGALWTL,19,18.3,18.5,18.5,443253
2020-08-06,BENGALWTL,18.7,17,17.5,18.1,649020
2020-08-05,BENGALWTL,17.7,17.2,17.4,17.3,237166
2020-08-04,BENGALWTL,17.9,17.3,17.7,17.4,274233
2020-08-03,BENGALWTL,17.7,17.4,17.5,17.5,187094
2020-07-30,BENGALWTL,17.7,17.2,17.2,17.4,231697
2020-07-29,BENGALWTL,17.3,17,17,17.2,169831
2020-07-28,BENGALWTL,17.2,17,17,17,471044
2020-07-27,BENGALWTL,17,17,17,17,461
2020-07-26,BENGALWTL,17,17,17,17,6028
2020-07-23,BENGALWTL,17,17,17,17,17947
2020-07-22,BENGALWTL,17,17,17,17,802
2020-07-21,BENGALWTL,17,17,17,17,4500
2020-07-20,BENGALWTL,17,17,17,17,2051
2020-07-19,BENGALWTL,17,17,17,17,3
2020-07-16,BENGALWTL,17,17,17,17,100
2020-07-15,BENGALWTL,17,17,17,17,7102
2020-07-14,BENGALWTL,17.1,17,17,17,35502
2020-07-13,BENGALWTL,17.5,17,17,17,293497
2020-07-12,BENGALWTL,17,17,17,17,24550
2020-07-09,BENGALWTL,17,17,17,17,649
2020-07-08,BENGALWTL,17,17,17,17,440
2020-07-07,BENGALWTL,0,0,0,17,0
2020-07-06,BENGALWTL,17,17,17,17,300
2020-07-05,BENGALWTL,0,0,0,17,0
2020-07-02,BENGALWTL,17,17,17,17,650
2020-08-10,BERGERPBL,1330,1315,1323,1325,2195
2020-08-09,BERGERPBL,1337.9,1308.6,1309,1328.5,8059
2020-08-06,BERGERPBL,1318,1308.6,1315,1308.7,4532
2020-08-05,BERGERPBL,1330,1314,1327.6,1317.2,1549
2020-08-04,BERGERPBL,1335,1311,1314,1327.6,3567
2020-08-03,BERGERPBL,1314,1308.6,1308.6,1309,5492
2020-07-30,BERGERPBL,1308.6,1308.6,1308.6,1308.6,1741
2020-07-29,BERGERPBL,1320,1308.6,1320,1308.6,2729
2020-07-28,BERGERPBL,1319,1308.6,1317.3,1308.6,3632
2020-07-27,BERGERPBL,1323.9,1308.6,1308.7,1317.4,4595
2020-07-26,BERGERPBL,1311.1,1308.6,1308.6,1308.6,3908
2020-07-23,BERGERPBL,1308.6,1308.6,1308.6,1308.6,1444
2020-07-22,BERGERPBL,1308.6,1308.6,1308.6,1308.6,1940
2020-07-21,BERGERPBL,1308.6,1308.6,1308.6,1308.6,1356
2020-07-20,BERGERPBL,1308.6,1308.6,1308.6,1308.6,554
2020-07-19,BERGERPBL,1308.6,1308.6,1308.6,1308.6,1004
2020-07-16,BERGERPBL,1308.6,1308.6,1308.6,1308.6,1021
2020-07-15,BERGERPBL,1308.6,1308.6,1308.6,1308.6,2739
2020-07-14,BERGERPBL,1308.6,1308.6,1308.6,1308.6,3650
2020-07-13,BERGERPBL,1310,1308.6,1308.6,1308.6,1474
2020-07-12,BERGERPBL,0,0,0,1328.9,0
2020-07-09,BERGERPBL,1346,1308.6,1308.6,1328.9,5456
2020-07-08,BERGERPBL,1308.6,1308.6,1308.6,1308.6,1694
2020-07-07,BERGERPBL,1308.6,1308.6,1308.6,1308.6,1992
2020-07-06,BERGERPBL,1308.6,1308.6,1308.6,1308.6,196
2020-07-05,BERGERPBL,1308.6,1308.6,1308.6,1308.6,864
2020-07-02,BERGERPBL,1308.6,1308.6,1308.6,1308.6,2197
2020-08-10,BEXIMCO,19,17.4,18,18.6,22095549
2020-08-09,BEXIMCO,17.4,16.2,16.3,17.4,12351080
2020-08-06,BEXIMCO,15.9,14.2,14.2,15.9,14967386
2020-08-05,BEXIMCO,14.8,14,14.2,14.5,11624172
2020-08-04,BEXIMCO,14.6,14,14.5,14.2,6542352
2020-08-03,BEXIMCO,14.5,13.4,13.4,14.3,10673995
2020-07-30,BEXIMCO,13.4,13.1,13.1,13.4,3991948
2020-07-29,BEXIMCO,13.4,13,13.3,13.1,3054268
2020-07-28,BEXIMCO,13.5,13,13,13.3,8134630
2020-07-27,BEXIMCO,13,13,13,13,2611742
2020-07-26,BEXIMCO,13,13,13,13,516945
2020-07-23,BEXIMCO,13,13,13,13,539015
2020-07-22,BEXIMCO,13,13,13,13,144669
2020-07-21,BEXIMCO,13,13,13,13,241028
2020-07-20,BEXIMCO,13,13,13,13,116003
2020-07-19,BEXIMCO,13,13,13,13,210335
2020-07-16,BEXIMCO,13,13,13,13,285850
2020-07-15,BEXIMCO,13.1,13,13,13,844916
2020-07-14,BEXIMCO,13.1,13,13,13,2653102
2020-07-13,BEXIMCO,13.4,13,13.4,13,7325879
2020-07-12,BEXIMCO,13.6,13.2,13.5,13.3,3919803
2020-07-09,BEXIMCO,13.7,13.4,13.4,13.5,4059692
2020-07-08,BEXIMCO,13.4,13,13,13.3,9060080
2020-07-07,BEXIMCO,13,13,13,13,178649
2020-07-06,BEXIMCO,13,13,13,13,73856
2020-07-05,BEXIMCO,13,13,13,13,46356
2020-07-02,BEXIMCO,13,13,13,13,101890
2020-08-10,BGIC,32.5,31,32.2,31.2,402321
2020-08-09,BGIC,32.2,30.6,30.8,32.1,975569
2020-08-06,BGIC,31.5,28.6,30.2,30.8,611981
2020-08-05,BGIC,31.5,29.3,29.3,30,296295
2020-08-04,BGIC,29.8,28.6,29.8,29.3,264775
2020-08-03,BGIC,30,27.9,27.9,29.4,541826
2020-07-30,BGIC,27.5,26.1,26.2,27.4,79363
2020-07-29,BGIC,27.9,25.3,25.6,26.8,249172
2020-07-28,BGIC,26,24.5,24.5,25.6,71287
2020-07-27,BGIC,24.8,22.9,22.9,24.5,54001
2020-07-26,BGIC,23,22.8,22.8,22.9,4261
2020-07-23,BGIC,22.9,22.9,22.9,22.9,6024
2020-07-22,BGIC,22.9,22.8,22.9,22.8,4852
2020-07-21,BGIC,23.8,23.2,23.3,23.4,7214
2020-07-20,BGIC,23.8,22.6,22.6,23.7,12501
2020-07-19,BGIC,23.5,23,23.1,23.2,4491
2020-07-16,BGIC,23.5,23.3,23.5,23.4,4394
2020-07-15,BGIC,23.4,22.6,22.6,23.3,2945
2020-07-14,BGIC,22.7,22.6,22.7,22.6,1288
2020-07-13,BGIC,22.8,22.8,22.8,22.8,1877
2020-07-12,BGIC,23,22.8,22.9,22.9,1006
2020-07-09,BGIC,23.1,23,23,23,274
2020-07-08,BGIC,23.5,22.6,22.6,23,5706
2020-07-07,BGIC,22.7,22.7,22.7,22.7,342
2020-07-06,BGIC,23,22.5,22.5,22.7,5254
2020-07-05,BGIC,22.6,22.5,22.5,22.5,5467
2020-07-02,BGIC,0,0,0,22.5,0
2020-08-10,BIFC,3.3,3,3.3,3.1,44890
2020-08-09,BIFC,3,3,3,3,87424
2020-08-06,BIFC,2.9,2.7,2.8,2.8,65715
2020-08-05,BIFC,2.8,2.6,2.6,2.7,53143
2020-08-04,BIFC,2.6,2.6,2.6,2.6,7000
2020-08-03,BIFC,2.6,2.6,2.6,2.6,17000
2020-07-30,BIFC,2.6,2.6,2.6,2.6,2000
2020-07-29,BIFC,2.6,2.6,2.6,2.6,102
2020-07-28,BIFC,0,0,0,2.6,0
2020-07-27,BIFC,2.6,2.6,2.6,2.6,1300
2020-07-26,BIFC,2.6,2.6,2.6,2.6,800
2020-07-23,BIFC,2.6,2.6,2.6,2.6,1000
2020-07-22,BIFC,2.6,2.6,2.6,2.6,1000
2020-07-21,BIFC,2.6,2.6,2.6,2.6,5000
2020-07-20,BIFC,0,0,0,2.6,0
2020-07-19,BIFC,0,0,0,2.6,0
2020-07-16,BIFC,0,0,0,2.6,0
2020-07-15,BIFC,2.6,2.6,2.6,2.6,1322
2020-07-14,BIFC,0,0,0,2.6,0
2020-07-13,BIFC,0,0,0,2.6,0
2020-07-12,BIFC,0,0,0,2.6,0
2020-07-09,BIFC,0,0,0,2.6,0
2020-07-08,BIFC,0,0,0,2.6,0
2020-07-07,BIFC,0,0,0,2.6,0
2020-07-06,BIFC,0,0,0,2.6,0
2020-07-05,BIFC,2.6,2.6,2.6,2.6,1000
2020-07-02,BIFC,0,0,0,2.6,0
2020-08-10,BNICL,24.7,23.4,24.3,23.6,455820
2020-08-09,BNICL,25,23.9,24.2,24,996861
2020-08-06,BNICL,26.8,24.5,26.3,24.8,1706533
2020-08-05,BNICL,26.4,24.2,24.4,25.9,1357474
2020-08-04,BNICL,24.4,21.8,22.4,24.1,1564237
2020-08-03,BNICL,23.2,21.6,22.6,22.3,752266
2020-07-30,BNICL,23,22,23,22.6,918198
2020-07-29,BNICL,0,0,0,23,0
2020-07-28,BNICL,23.5,22.5,22.9,23,1167464
2020-07-27,BNICL,23.2,21.7,21.9,22.9,984034
2020-07-26,BNICL,21.9,21.3,21.5,21.8,415264
2020-07-23,BNICL,22.3,21.4,21.5,21.5,775705
2020-07-22,BNICL,22.2,20.3,22.2,21.3,279057
2020-07-21,BNICL,22,21.1,21.4,21.8,349920
2020-07-20,BNICL,22,20.5,21.1,21.7,642953
2020-07-19,BNICL,21,19.7,20,20.7,563597
2020-07-16,BNICL,20,19.3,19.9,19.8,211212
2020-07-15,BNICL,20.2,19.2,19.2,19.7,256945
2020-07-14,BNICL,19.6,18.8,18.9,19.1,196686
2020-07-13,BNICL,19.2,18.8,18.9,19.1,155397
2020-07-12,BNICL,19.3,18.6,19.1,18.8,110499
2020-07-09,BNICL,19.6,19.1,19.6,19.2,163169
2020-07-08,BNICL,20,18.9,19,19.6,333447
2020-07-07,BNICL,18.9,18.2,18.7,18.6,35001
2020-07-06,BNICL,19.1,18,18,18.8,257541
2020-07-05,BNICL,17.9,17.1,17.1,17.8,207359
2020-07-02,BNICL,17.1,17.1,17.1,17.1,12300
2020-08-10,BPML,43.5,41.5,43.4,42.5,367891
2020-08-09,BPML,43.4,41.5,41.5,42.8,355201
2020-08-06,BPML,42.1,40,40.4,41.3,187474
2020-08-05,BPML,41.3,39.9,41,40,208013
2020-08-04,BPML,42.1,40.6,41.8,41.1,106711
2020-08-03,BPML,42.2,40.4,40.4,41.7,215302
2020-07-30,BPML,40.4,39.9,40.2,40,134246
2020-07-29,BPML,40.3,39.9,39.9,40,127485
2020-07-28,BPML,40.8,39.9,40,39.9,150494
2020-07-27,BPML,41,39.9,40.7,40,146456
2020-07-26,BPML,40.9,39.9,39.9,40.6,220516
2020-07-23,BPML,39.9,39.9,39.9,39.9,4917
2020-07-22,BPML,39.9,39.9,39.9,39.9,15187
2020-07-21,BPML,39.9,39.9,39.9,39.9,6587
2020-07-20,BPML,39.9,39.9,39.9,39.9,300
2020-07-19,BPML,39.9,39.9,39.9,39.9,8088
2020-07-16,BPML,39.9,39.9,39.9,39.9,4430
2020-07-15,BPML,39.9,39.9,39.9,39.9,10379
2020-07-14,BPML,40.2,39.9,40.1,39.9,47561
2020-07-13,BPML,41.1,39.9,40.9,40.1,122312
2020-07-12,BPML,41.5,39.9,40.1,40.9,135948
2020-07-09,BPML,40.7,39.9,39.9,40.1,196911
2020-07-08,BPML,39.9,39.9,39.9,39.9,22490
2020-07-07,BPML,39.9,39.9,39.9,39.9,671
2020-07-06,BPML,39.9,39.9,39.9,39.9,1420
2020-07-05,BPML,39.9,39.9,39.9,39.9,932
2020-07-02,BPML,39.9,39.9,39.9,39.9,70
2020-08-10,BRACBANK,33.6,31.9,33,31.9,6402732
2020-08-09,BRACBANK,34.7,31.9,31.9,32.8,6218035
2020-08-06,BRACBANK,31.9,31.9,31.9,31.9,53058
2020-08-05,BRACBANK,31.9,31.9,31.9,31.9,195846
2020-08-04,BRACBANK,31.9,31.9,31.9,31.9,523411
2020-08-03,BRACBANK,31.9,31.9,31.9,31.9,80207
2020-07-30,BRACBANK,31.9,31.9,31.9,31.9,52048
2020-07-29,BRACBANK,31.9,31.9,31.9,31.9,6218
2020-07-28,BRACBANK,31.9,31.9,31.9,31.9,17928
2020-07-27,BRACBANK,31.9,31.9,31.9,31.9,121201
2020-07-26,BRACBANK,31.9,31.9,31.9,31.9,13127
2020-07-23,BRACBANK,31.9,31.9,31.9,31.9,1873
2020-07-22,BRACBANK,31.9,31.9,31.9,31.9,2968
2020-07-21,BRACBANK,31.9,31.9,31.9,31.9,8018
2020-07-20,BRACBANK,31.9,31.9,31.9,31.9,5824
2020-07-19,BRACBANK,31.9,31.9,31.9,31.9,8823
2020-07-16,BRACBANK,31.9,31.9,31.9,31.9,626
2020-07-15,BRACBANK,31.9,31.9,31.9,31.9,11365
2020-07-14,BRACBANK,31.9,31.9,31.9,31.9,10702
2020-07-13,BRACBANK,31.9,31.9,31.9,31.9,17833
2020-07-12,BRACBANK,31.9,31.9,31.9,31.9,23501
2020-07-09,BRACBANK,31.9,31.9,31.9,31.9,17424
2020-07-08,BRACBANK,31.9,31.9,31.9,31.9,15341
2020-07-07,BRACBANK,31.9,31.9,31.9,31.9,1398
2020-07-06,BRACBANK,31.9,31.9,31.9,31.9,4771
2020-07-05,BRACBANK,31.9,31.9,31.9,31.9,12276
2020-07-02,BRACBANK,31.9,31.9,31.9,31.9,1048
2020-08-10,BSC,47.2,45.5,46.9,45.7,1566621
2020-08-09,BSC,47.8,46.8,47,46.9,1672242
2020-08-06,BSC,46.9,44.7,44.7,46.8,1523750
2020-08-05,BSC,44.8,43.6,44.4,44.4,842442
2020-08-04,BSC,45.3,44.2,45.2,44.6,902025
2020-08-03,BSC,45.5,44.4,44.4,45.2,1085813
2020-07-30,BSC,44.7,43.3,43.3,44.4,968073
2020-07-29,BSC,43.8,42.6,43.6,43.3,600197
2020-07-28,BSC,44.5,43.4,43.6,43.6,1316531
2020-07-27,BSC,43.8,41.3,41.3,43.6,1290233
2020-07-26,BSC,42.2,41,42,41.3,1099815
2020-07-23,BSC,42.9,41.7,42.6,42.1,985418
2020-07-22,BSC,43.1,41.1,42.2,42.6,1355674
2020-07-21,BSC,42.4,38.7,38.7,42.2,1479036
2020-07-20,BSC,39.2,38.3,38.4,38.7,795622
2020-07-19,BSC,39.2,38.3,39.2,38.6,244423
2020-07-16,BSC,40.1,39.3,40.1,39.4,179012
2020-07-15,BSC,40.8,39.9,40.3,40.2,377368
2020-07-14,BSC,41.2,39.8,40.1,40.2,384692
2020-07-13,BSC,41.2,40.1,40.8,40.4,585697
2020-07-12,BSC,41,38.5,39.3,40.9,713014
2020-07-09,BSC,39.7,38.2,38.2,39.3,741624
2020-07-08,BSC,38.2,38.2,38.2,38.2,13882
2020-07-07,BSC,38.2,38.2,38.2,38.2,18469
2020-07-06,BSC,38.2,38.2,38.2,38.2,16330
2020-07-05,BSC,38.2,38.2,38.2,38.2,350
2020-07-02,BSC,38.2,38.2,38.2,38.2,1570
2020-08-10,BSCCL,137.3,124,133.8,127.2,1383624
2020-08-09,BSCCL,135,123.5,128,131.4,1689263
2020-08-06,BSCCL,125.8,114.4,114.4,125.8,2484053
2020-08-05,BSCCL,114.4,104.3,104.3,114.4,2146350
2020-08-04,BSCCL,107,103,105.4,104,896919
2020-08-03,BSCCL,109.7,104.1,104.1,105.5,1223107
2020-07-30,BSCCL,104.8,97.6,97.6,104.1,1464282
2020-07-29,BSCCL,97.3,94.5,96,96.6,488727
2020-07-28,BSCCL,98.5,95,97,95.6,945262
2020-07-27,BSCCL,97.3,92.8,92.8,96.8,1196414
2020-07-26,BSCCL,93.2,91,91.8,92.8,465797
2020-07-23,BSCCL,94.2,90.9,93.5,91.5,467039
2020-07-22,BSCCL,94.3,92.3,93.1,93,569084
2020-07-21,BSCCL,93.5,91.5,92,92.7,642421
2020-07-20,BSCCL,92.5,87.5,87.5,91.8,513378
2020-07-19,BSCCL,92.1,86.6,92.1,87.2,724649
2020-07-16,BSCCL,95.5,92,95.5,92.4,561163
2020-07-15,BSCCL,97.6,94.1,95.3,95.3,710919
2020-07-14,BSCCL,95.9,91.8,91.8,95.2,978913
2020-07-13,BSCCL,94.2,91.2,92.8,91.8,1164180
2020-07-12,BSCCL,93,86.1,87.8,92.5,1390783
2020-07-09,BSCCL,88.5,84.4,84.4,87.8,1081743
2020-07-08,BSCCL,84.9,83.4,83.7,84.4,548357
2020-07-07,BSCCL,84,82,82,83.7,400894
2020-07-06,BSCCL,82.7,80.1,81.9,81.7,563023
2020-07-05,BSCCL,84.5,81.4,84.5,81.9,508671
2020-07-02,BSCCL,87.1,84.1,86.9,84.7,842139
2020-08-10,BSRMLTD,64.4,60.7,62.5,63.9,494080
2020-08-09,BSRMLTD,65,61.9,62.5,62.5,335113
2020-08-06,BSRMLTD,62.4,55.5,57.4,62.1,285822
2020-08-05,BSRMLTD,57.8,55.3,55.4,56.9,316357
2020-08-04,BSRMLTD,56.9,55,56.9,55.3,115857
2020-08-03,BSRMLTD,57.4,55.4,56.5,56.6,109422
2020-07-30,BSRMLTD,57.7,53.5,53.6,56.3,141846
2020-07-29,BSRMLTD,53.9,53.5,53.5,53.5,60353
2020-07-28,BSRMLTD,54.1,53.5,54,53.5,65366
2020-07-27,BSRMLTD,53.9,53.5,53.5,53.5,82947
2020-07-26,BSRMLTD,53.8,53.5,53.5,53.5,145199
2020-07-23,BSRMLTD,53.5,53.5,53.5,53.5,1008
2020-07-22,BSRMLTD,53.5,53.5,53.5,53.5,3902
2020-07-21,BSRMLTD,53.5,53.5,53.5,53.5,6180
2020-07-20,BSRMLTD,53.5,53.5,53.5,53.5,13535
2020-07-19,BSRMLTD,53.5,53.5,53.5,53.5,2133
2020-07-16,BSRMLTD,53.5,53.5,53.5,53.5,3202
2020-07-15,BSRMLTD,53.5,53.5,53.5,53.5,10145
2020-07-14,BSRMLTD,53.5,53.5,53.5,53.5,15515
2020-07-13,BSRMLTD,54.6,53.5,54,53.5,67595
2020-07-12,BSRMLTD,54.4,53.5,53.5,54,182596
2020-07-09,BSRMLTD,53.5,53.5,53.5,53.5,39737
2020-07-08,BSRMLTD,53.5,53.5,53.5,53.5,15489
2020-07-07,BSRMLTD,53.5,53.5,53.5,53.5,500
2020-07-06,BSRMLTD,0,0,0,53.5,0
2020-07-05,BSRMLTD,53.5,53.5,53.5,53.5,400
2020-07-02,BSRMLTD,53.5,53.5,53.5,53.5,100
2020-08-10,BSRMSTEEL,39.8,38.5,39.8,38.8,233702
2020-08-09,BSRMSTEEL,40,38,38.8,39.8,316022
2020-08-06,BSRMSTEEL,39.1,35.1,36,38.8,665912
2020-08-05,BSRMSTEEL,36,34.7,35.1,35.9,403110
2020-08-04,BSRMSTEEL,36,34.8,36,35.3,163132
2020-08-03,BSRMSTEEL,36.3,34.1,34.5,35.6,579268
2020-07-30,BSRMSTEEL,34.5,33.7,33.8,34,330286
2020-07-29,BSRMSTEEL,33.8,33.6,33.6,33.8,74304
2020-07-28,BSRMSTEEL,34,33.6,33.8,33.7,57283
2020-07-27,BSRMSTEEL,33.8,33.6,33.6,33.8,64901
2020-07-26,BSRMSTEEL,33.6,33.6,33.6,33.6,31700
2020-07-23,BSRMSTEEL,33.6,33.6,33.6,33.6,6309
2020-07-22,BSRMSTEEL,33.6,33.6,33.6,33.6,21630
2020-07-21,BSRMSTEEL,33.6,33.6,33.6,33.6,26666
2020-07-20,BSRMSTEEL,33.6,33.6,33.6,33.6,28414
2020-07-19,BSRMSTEEL,33.8,33.6,33.6,33.6,57442
2020-07-16,BSRMSTEEL,33.6,33.6,33.6,33.6,23860
2020-07-15,BSRMSTEEL,33.7,33.6,33.6,33.6,33833
2020-07-14,BSRMSTEEL,34,33.6,33.6,33.7,26573
